invoice_number,customer_name,due_date,total,balance,payment_mode,organization
INV-060396,Mason county public works,2025-04-24,1842.05,0.0,N/A,GoFleet Corporation
INV-060394,DECIEM,2025-04-24,90.01,0.0,N/A,GoFleet Corporation
INV-060393,CT Enterprises,2025-04-24,259.65,0.0,N/A,GoFleet Corporation
INV-060392,STARSKY Fine Foods,2025-04-24,300.58,0.0,N/A,GoFleet Corporation
INV-060391,"MSA Transport Solutions, Inc.",2025-04-24,224.28,0.0,N/A,GoFleet Corporation
INV-060390,Precision Heating Cooling & Refrigeration (PHCRINC),2025-04-24,208.73,0.0,N/A,GoFleet Corporation
INV-060389,"Maroon Group, LLC",2025-04-24,187.9,0.0,N/A,GoFleet Corporation
INV-060387,CP Vegetable Oil,2025-04-24,361.15,0.0,N/A,GoFleet Corporation
INV-060386,The Exterminators Inc,2025-04-24,588.54,0.0,N/A,GoFleet Corporation
INV-060385,Leggat Chevrolet Cadillac Buick GMC,2025-04-24,230.8,0.0,N/A,GoFleet Corporation
INV-060381,VAC Developments Ltd,2025-04-24,38.99,0.0,N/A,GoFleet Corporation
INV-060380,Direct Flow Inc,2025-04-24,28.84,0.0,N/A,GoFleet Corporation
INV-060379,Inertia Hydrovac,2025-04-24,997.5,0.0,N/A,GoFleet Corporation
INV-060378,Angela Fatigati,2025-04-24,66.93,0.0,N/A,GoFleet Corporation
INV-060376,BC Egg Marketing Board,2025-04-24,55.89,0.0,N/A,GoFleet Corporation
INV-060373,Cascades Canada ULC,2025-04-23,7119.0,0.0,N/A,GoFleet Corporation
INV-060372,Hope Keep US Moving LLC,2025-03-24,214.5,0.0,N/A,GoFleet Corporation
INV-060370,Sound Barriers,2025-04-23,103.86,0.0,N/A,GoFleet Corporation
INV-060368,Brentwood Livery,2025-03-24,29.38,0.0,N/A,GoFleet Corporation
INV-060365,Dream Summit Industrial Management Corp,2025-04-23,158.2,0.0,N/A,GoFleet Corporation
INV-060364,South Simco Landscape Construction,2025-04-23,103.86,0.0,N/A,GoFleet Corporation
INV-060363,Baca Freight,2025-04-23,30.0,0.0,N/A,GoFleet Corporation
INV-060362,Aoyee Royal International Travel,2025-04-23,26.54,0.0,N/A,GoFleet Corporation
INV-060360,Terre De La Prairies Farms Inc,2025-04-23,132.71,0.0,N/A,GoFleet Corporation
INV-060358,Select Premium Foods,2025-04-23,26.54,0.0,N/A,GoFleet Corporation
INV-060357,Triple Braided Cord Transport LLC,2025-04-23,25.75,0.0,N/A,GoFleet Corporation
INV-060356,M&M Logistics/Hotshot LLC,2025-04-23,47.38,0.0,N/A,GoFleet Corporation
INV-060355,Wayland EMS,2025-04-23,1593.0,0.0,N/A,GoFleet Corporation
INV-060354,Donnie Betts & Son,2025-04-23,36.05,0.0,N/A,GoFleet Corporation
INV-060353,Skyline Eco-Adventures LLC,2025-04-23,584.06,0.0,N/A,GoFleet Corporation
INV-060352,Eatran,2025-04-23,695.25,0.0,N/A,GoFleet Corporation
INV-060350,Bee Clean Building Maintenance- Manitoba,2025-04-23,945.53,0.0,N/A,GoFleet Corporation
INV-060349,AG James Electrical,2025-04-23,119.44,0.0,N/A,GoFleet Corporation
INV-060348,The County of Huron Public Works Department,2025-04-23,2357.18,0.0,N/A,GoFleet Corporation
INV-060347,Bee Clean Building Maintenance- Thunder Bay,2025-04-23,276.85,0.0,N/A,GoFleet Corporation
INV-060345,Bee Clean Building Maintenance- Saskatchewan,2025-04-23,543.9,0.0,N/A,GoFleet Corporation
INV-060344,Westmorland Fisheries Ltd.,2025-04-23,169.06,0.0,N/A,GoFleet Corporation
INV-060343,Righteous Expediting LLC,2025-04-22,21.0,0.0,N/A,GoFleet Corporation
INV-060342,Rebar Delta Inc.,2025-04-22,33.9,0.0,N/A,GoFleet Corporation
INV-060341,FIRST HOME HEALTHCARE,2025-04-22,36.0,0.0,N/A,GoFleet Corporation
INV-060339,All Florida Rides LLC,2025-04-22,25.75,0.0,N/A,GoFleet Corporation
INV-060338,Zingo Transport,2025-04-22,23.69,0.0,N/A,GoFleet Corporation
INV-060337,Bracebridge Propane,2025-04-22,885.64,0.0,N/A,GoFleet Corporation
INV-060336,Billings Construction,2025-04-22,54.24,0.0,N/A,GoFleet Corporation
INV-060335,R 7 Transport,2025-04-22,36.93,0.0,N/A,GoFleet Corporation
INV-060333,TECON FARM STRUCTURES,2025-03-23,184.19,0.0,N/A,GoFleet Corporation
INV-060332,Fitzsimmons Hospital Services,2025-04-22,2322.65,0.0,N/A,GoFleet Corporation
INV-060331,Security Dynamics Corp.,2025-04-22,1566.63,0.0,N/A,GoFleet Corporation
INV-060330,Bracebridge Propane,2025-04-22,3678.15,0.0,N/A,GoFleet Corporation
INV-060328,Downtown Pallets,2025-03-23,203.4,0.0,N/A,GoFleet Corporation
INV-060326,Sun N Fun Pools & Spas,2025-04-22,0.0,0.0,N/A,GoFleet Corporation
INV-060325,Canadian Miles,2025-04-21,30.0,0.0,N/A,GoFleet Corporation
INV-060323,Speedy Trucks LLC,2025-04-21,42.0,0.0,N/A,GoFleet Corporation
INV-060322,Allied freight,2025-04-21,71.07,0.0,N/A,GoFleet Corporation
INV-060321,Exploits Valley Paving LTD,2025-04-21,185.79,0.0,N/A,GoFleet Corporation
INV-060320,Omistaa Logistics (12231671 Canada Limited),2025-04-21,179.4,0.0,N/A,GoFleet Corporation
INV-060319,Point Contracting Inc.,2025-03-22,25.99,0.0,N/A,GoFleet Corporation
INV-060318,Magab Trucking,2025-03-22,28.85,0.0,N/A,GoFleet Corporation
INV-060316,Allen And Son LLC,2025-04-21,23.69,0.0,N/A,GoFleet Corporation
INV-060315,BRANDODN HAN,2025-04-21,23.69,0.0,N/A,GoFleet Corporation
INV-060314,Syntac Food Supply Chain,2025-04-21,207.72,0.0,N/A,GoFleet Corporation
INV-060313,Tim’s Enterprise,2025-04-21,25.78,0.0,N/A,GoFleet Corporation
INV-060310,"Winter Farm Services, LLC",2025-04-21,22.65,0.0,N/A,GoFleet Corporation
INV-060309,Crush on Niagara Wine Tours,2025-04-21,121.17,0.0,N/A,GoFleet Corporation
INV-060308,STS Canada,2025-04-21,338.64,0.0,N/A,GoFleet Corporation
INV-060307,Prestige Carpet & Duct Cleaning,2025-04-21,406.21,0.0,N/A,GoFleet Corporation
INV-060304,Goodlettsville Police Dept,2025-04-21,860.0,0.0,N/A,GoFleet Corporation
INV-060303,"Ciferno Cement Contracting, LLC",2025-04-21,2306.05,0.0,N/A,GoFleet Corporation
INV-060302,Poblocki Paving Corp,2025-04-21,8447.1,0.0,N/A,GoFleet Corporation
INV-060301,Medieval Times,2025-04-21,79.1,0.0,N/A,GoFleet Corporation
INV-060300,Durham Catholic District School Board,2025-04-21,507.65,0.0,N/A,GoFleet Corporation
INV-060299,Synapse Electric Ltd,2025-04-21,242.34,0.0,N/A,GoFleet Corporation
INV-060298,The Tire Terminal,2025-04-21,564.1,0.0,N/A,GoFleet Corporation
INV-060296,Tolko Industries - Southern Interior (SIW),2025-04-21,1140.5,0.0,N/A,GoFleet Corporation
INV-060295,Scugog Island First Nation,2025-04-21,833.19,0.0,N/A,GoFleet Corporation
INV-060292,Cascades Canada ULC,2025-04-20,566.06,0.0,N/A,GoFleet Corporation
INV-060291,Cascades Canada ULC,2025-04-20,705.55,0.0,N/A,GoFleet Corporation
INV-060290,Cascades Canada ULC,2025-04-20,372.28,0.0,N/A,GoFleet Corporation
INV-060289,1000140544 Ontario limited,2025-04-20,40.39,0.0,N/A,GoFleet Corporation
INV-060288,13575896 Canada Inc.,2025-04-20,131.57,0.0,N/A,GoFleet Corporation
INV-060287,Happy Fleet Transport LLC,2025-04-20,23.0,0.0,N/A,GoFleet Corporation
INV-060286,Hearts Foundation Inc.,2025-04-20,66.95,0.0,N/A,GoFleet Corporation
INV-060285,The Cadillac Ranch,2025-04-20,13.0,0.0,N/A,GoFleet Corporation
INV-060284,Fingal Farm Supply,2025-04-20,352.56,0.0,N/A,GoFleet Corporation
INV-060283,Cascades Holding US Inc,2025-04-20,3037.9,0.0,N/A,GoFleet Corporation
INV-060282,Load Queen Services,2025-04-20,81.36,0.0,N/A,GoFleet Corporation
INV-060281,West Coast Commodities,2025-04-20,253.88,0.0,N/A,GoFleet Corporation
INV-060280,Invincible Garage,2025-04-20,93.8,0.0,N/A,GoFleet Corporation
INV-060279,MCGC Inc.,2025-04-20,36.05,0.0,N/A,GoFleet Corporation
INV-060277,Cascades Canada ULC,2025-04-20,5898.25,0.0,N/A,GoFleet Corporation
INV-060276,Clarke Roller Rubber Ltd.,2025-04-20,40.39,0.0,N/A,GoFleet Corporation
INV-060275,DIGGIN 4 U,2025-04-20,492.18,0.0,N/A,GoFleet Corporation
INV-060274,Premier Coach,2025-04-20,242.34,0.0,N/A,GoFleet Corporation
INV-060273,JB Sales Ltd.,2025-04-20,35.46,0.0,N/A,GoFleet Corporation
INV-060272,Greater Toronto Fire Protection,2025-04-20,556.17,0.0,N/A,GoFleet Corporation
INV-060271,Zen Bus Lines Ltd.,2025-04-20,328.89,0.0,N/A,GoFleet Corporation
INV-060270,Tolko Industries - Meadow Lake OSB (MLOSB),2025-04-19,5348.79,0.0,N/A,GoFleet Corporation
INV-060269,JUST Logistics Group,2025-03-20,10736.25,0.0,N/A,GoFleet Corporation
INV-060268,Rogue Inc,2025-04-19,0.0,0.0,N/A,GoFleet Corporation
INV-060265,Trimbolton Transport,2025-04-19,79.1,0.0,N/A,GoFleet Corporation
INV-060264,Stealth contracting,2025-04-19,52.74,0.0,N/A,GoFleet Corporation
INV-060262,WaterDale,2025-03-20,110.78,0.0,N/A,GoFleet Corporation
INV-060260,IMG Petroleum Ltd,2025-04-19,55.4,0.0,N/A,GoFleet Corporation
INV-060258,National Express Transportation,2025-04-19,27.72,0.0,N/A,GoFleet Corporation
INV-060257,"Watts & Browning Engineers, Inc.",2025-04-19,61.8,0.0,N/A,GoFleet Corporation
INV-060256,Darch Fire Inc,2025-04-19,161.56,0.0,N/A,GoFleet Corporation
INV-060255,Miguel Sambrano,2025-04-19,25.8,0.0,N/A,GoFleet Corporation
INV-060254,Concept Drilling Services,2025-04-19,52.9,0.0,N/A,GoFleet Corporation
INV-060253,Jp welding,2025-04-19,27.72,0.0,N/A,GoFleet Corporation
INV-060252,Just in Time Express Inc,2025-04-19,25.99,0.0,N/A,GoFleet Corporation
INV-060251,Kennedy Mechanical Limited,2025-04-19,184.0,0.0,N/A,GoFleet Corporation
INV-060250,Touchwood Movers,2025-04-19,155.94,0.0,N/A,GoFleet Corporation
INV-060249,Zancon Group of Companies,2025-04-19,612.46,0.0,N/A,GoFleet Corporation
INV-060248,BP Welding Heavy Repairs,2025-04-19,51.98,0.0,N/A,GoFleet Corporation
INV-060247,BMF Fabrications Ltd.,2025-04-19,79.67,0.0,N/A,GoFleet Corporation
INV-060246,Super Stone Trading Corp,2025-04-19,51.98,0.0,N/A,GoFleet Corporation
INV-060245,LeRoy Emergency Ambulance Service,2025-04-19,175.0,0.0,N/A,GoFleet Corporation
INV-060243,Western Dry Ice Blasting Inc,2025-04-19,58.0,0.0,N/A,GoFleet Corporation
INV-060242,Invictus Technologies,2025-04-19,11.87,0.0,N/A,GoFleet Corporation
INV-060241,Marble Restoration Co,2025-04-19,209.3,0.0,N/A,GoFleet Corporation
INV-060240,ACE MOTOR GROUP,2025-04-19,401.7,0.0,N/A,GoFleet Corporation
INV-060238,TS Environmental,2025-04-19,56.5,0.0,N/A,GoFleet Corporation
INV-060237,2725312 Canada Inc c/o QuadReal Property Group,2025-04-19,294.85,0.0,N/A,GoFleet Corporation
INV-060236,General Moving Carriers,2025-04-19,214.24,0.0,N/A,GoFleet Corporation
INV-060235,Royal Plumbing Services,2025-04-19,181.53,0.0,N/A,GoFleet Corporation
INV-060234,Superior Harvest Foods Inc,2025-04-19,256.43,0.0,N/A,GoFleet Corporation
INV-060233,Value Propane,2025-04-19,672.35,0.0,N/A,GoFleet Corporation
INV-060232,Pro Tire Group Inc,2025-04-19,540.07,0.0,N/A,GoFleet Corporation
INV-060230,Highend Transport,2025-04-19,1314.58,0.0,N/A,GoFleet Corporation
INV-060229,Court Surface Specialists Ltd.,2025-04-19,697.76,0.0,N/A,GoFleet Corporation
INV-060217,Hearts Foundation Inc.,2025-04-18,220.0,0.0,N/A,GoFleet Corporation
INV-060216,Upper Canada Forestry,2025-04-19,2175.25,0.0,N/A,GoFleet Corporation
INV-060215,Transervice Logistics Inc.,2025-04-18,1366.0,0.0,N/A,GoFleet Corporation
INV-060214,CONTROLTEK INCORPORATED,2025-04-18,200.0,0.0,N/A,GoFleet Corporation
INV-059127_,Foss National Leasing Ltd.,2025-03-17,22844.08,0.0,N/A,GoFleet Corporation
INV-060211,Rampage Hauling Service,2025-04-18,31.5,0.0,N/A,GoFleet Corporation
INV-060210,SMC Towing Group,2025-04-18,249.26,0.0,N/A,GoFleet Corporation
INV-060209,Bodega Club,2025-04-18,82.4,0.0,N/A,GoFleet Corporation
INV-060208,Ethnic Supermarket,2025-03-19,51.98,0.0,N/A,GoFleet Corporation
INV-060207,TK Liquidation and Auction Limited,2025-03-19,40.39,0.0,N/A,GoFleet Corporation
INV-060206,Star Security Inc,2025-03-19,160.72,0.0,N/A,GoFleet Corporation
INV-060205,YOP Installations,2025-04-18,36.92,0.0,N/A,GoFleet Corporation
INV-060204,Arbutus RV & Marine Sales Ltd.,2025-04-18,173.25,0.0,N/A,GoFleet Corporation
INV-060203,Picture Perfect Welding Inc,2025-04-18,13.85,0.0,N/A,GoFleet Corporation
INV-060201,Sevroc inc,2025-04-18,90.64,0.0,N/A,GoFleet Corporation
INV-060200,"Just Solutions, Inc.",2025-04-18,313.12,0.0,N/A,GoFleet Corporation
INV-060198,AST Express,2025-04-18,1606.8,0.0,N/A,GoFleet Corporation
INV-060197,USA Global Communications,2025-04-18,868.25,0.0,N/A,GoFleet Corporation
INV-060195,Smith Casing,2025-04-18,723.83,0.0,N/A,GoFleet Corporation
INV-060194,Wildwood Rental Supply,2025-04-18,83.43,0.0,N/A,GoFleet Corporation
INV-060193,Icon Logistics,2025-04-18,38.93,0.0,N/A,GoFleet Corporation
INV-060192,Carrier Forest Products Ltd,2025-04-18,2593.08,0.0,N/A,GoFleet Corporation
INV-060191,Lord Selkirk School Division,2025-04-18,2506.35,0.0,N/A,GoFleet Corporation
INV-060190,Miles Tire,2025-04-18,406.58,0.0,N/A,GoFleet Corporation
INV-060185,Cascades Canada ULC,2025-04-17,169.22,0.0,N/A,GoFleet Corporation
INV-060184,DC Fence - SubCategory of Royal Fence Limited,2025-04-17,289.28,0.0,N/A,GoFleet Corporation
INV-060183,Zim Sailing,2025-04-17,21.0,0.0,N/A,GoFleet Corporation
INV-060182,Coast Distributors,2025-04-17,24.7,0.0,N/A,GoFleet Corporation
INV-060181,Mathurin Malivert Family Transport LLc,2025-04-17,23.69,0.0,N/A,GoFleet Corporation
INV-060180,LM And Sons LLC,2025-04-17,41.2,0.0,N/A,GoFleet Corporation
INV-060178,T&T Express inc,2025-04-17,311.58,0.0,N/A,GoFleet Corporation
INV-060177,CT Industrial services LLC,2025-04-17,499.6,0.0,N/A,GoFleet Corporation
INV-060176,Summit Oil Field Services,2025-04-17,1120.64,0.0,N/A,GoFleet Corporation
INV-060175,Town of South Hill,2025-04-17,359.26,0.0,N/A,GoFleet Corporation
INV-060174,Westpoint Logistics,2025-04-17,50.85,0.0,N/A,GoFleet Corporation
INV-060171,Peel Restoration Group Ltd.,2025-04-17,27.7,0.0,N/A,GoFleet Corporation
INV-060170,Wild Electric Ltd,2025-04-17,192.84,0.0,N/A,GoFleet Corporation
INV-060169,STARMAX TRANSPORT LTD,2025-04-17,294.28,0.0,N/A,GoFleet Corporation
INV-060168,Shoreline Express Inc,2025-04-17,0.0,0.0,N/A,GoFleet Corporation
INV-060167,Mar-Tec Woodworking Ltd.,2025-04-17,162.56,0.0,N/A,GoFleet Corporation
INV-060165,Tolko Industries - High Level Woodlands (HLW),2025-04-16,5914.13,0.0,N/A,GoFleet Corporation
INV-060164,The County of Huron Public Works Department,2025-04-16,301.15,0.0,N/A,GoFleet Corporation
INV-060163,Joe Johnson Equipment,2025-04-16,1779.75,0.0,N/A,GoFleet Corporation
INV-060161,Nevada Department of Transportation (NDOT),2025-04-16,420.0,0.0,N/A,GoFleet Corporation
INV-060159,Begley Overhead Doors Ltd,2025-04-16,271.2,0.0,N/A,GoFleet Corporation
INV-060152,Myers Well Service,2025-04-16,1.0,0.0,N/A,GoFleet Corporation
INV-060150,Bright Lumber Inc,2025-04-16,46.0,0.0,N/A,GoFleet Corporation
INV-060149,Bucksnort Hauling LLC,2025-04-16,23.0,0.0,N/A,GoFleet Corporation
INV-060147,Under Pressure Mechanical Ltd,2025-04-16,166.47,0.0,N/A,GoFleet Corporation
INV-060146,Cbencomo,2025-04-16,30.0,0.0,N/A,GoFleet Corporation
INV-060144,HLJ Corporate Service,2025-04-16,27.12,0.0,N/A,GoFleet Corporation
INV-060143,KJ Excavating Inc,2025-04-16,25.99,0.0,N/A,GoFleet Corporation
INV-060142,Capaldi Development,2025-04-16,22.0,0.0,N/A,GoFleet Corporation
INV-060141,National Bait,2025-04-16,34.41,0.0,N/A,GoFleet Corporation
INV-060140,SPRING COOL TRANSFER INC,2025-04-16,20.6,0.0,N/A,GoFleet Corporation
INV-060136,Cousins Freight Services Ltd,2025-04-16,37.59,0.0,N/A,GoFleet Corporation
INV-060135,1st Call Concrete,2025-04-16,590.1,0.0,N/A,GoFleet Corporation
INV-060133,West Fraser Mills Ltd. (Williams Lake),2025-04-16,399.34,0.0,N/A,GoFleet Corporation
INV-060132,City of Charlottetown,2025-04-16,6560.75,0.0,N/A,GoFleet Corporation
INV-060131,Marigold Library System,2025-04-16,286.65,0.0,N/A,GoFleet Corporation
INV-060130,Sign Management,2025-04-16,144.64,0.0,N/A,GoFleet Corporation
INV-060129,Fisher Companies,2025-04-15,50.0,0.0,N/A,GoFleet Corporation
INV-060127,"Bonafide Transportation Services, LLC",2025-03-16,118.45,0.0,N/A,GoFleet Corporation
INV-060126,Roofs Transportation LLC,2025-04-15,46.0,0.0,N/A,GoFleet Corporation
INV-060125,Red Rock Recycling,2025-04-15,175.0,0.0,N/A,GoFleet Corporation
INV-060124,Brouwer Sod farms,2025-04-15,90.26,0.0,N/A,GoFleet Corporation
INV-060123,Amigo International Services Inc.,2025-04-15,40.68,0.0,N/A,GoFleet Corporation
INV-060121,"VP Specialized Carriers, Inc.",2025-04-15,103.96,0.0,N/A,GoFleet Corporation
INV-060120,Tampa Hall Limited,2025-04-15,57.7,0.0,N/A,GoFleet Corporation
INV-060119,WNY steel Expeditors,2025-04-15,70.91,0.0,N/A,GoFleet Corporation
INV-060118,North Beach Realty LLC,2025-04-15,107.79,0.0,N/A,GoFleet Corporation
INV-060117,Seal It Property Services,2025-04-15,160.41,0.0,N/A,GoFleet Corporation
INV-060116,Wickens Dry Ice Blasting,2025-04-15,658.51,0.0,N/A,GoFleet Corporation
INV-060115,"Seven Point Energy Services, Inc",2025-04-15,1964.5,0.0,N/A,GoFleet Corporation
INV-060113,Enterprise Century Laser,2025-04-15,14.5,0.0,N/A,GoFleet Corporation
INV-060111,Lewis Motor Sales (North Bay) Inc,2025-04-15,1342.1,0.0,N/A,GoFleet Corporation
INV-060110,First Mechanical Systems Ltd,2025-04-15,676.2,0.0,N/A,GoFleet Corporation
INV-060109,J. Jenkins and Son,2025-04-15,508.5,0.0,N/A,GoFleet Corporation
INV-060108,Blackwood Partners Corporation,2025-04-15,90.4,0.0,N/A,GoFleet Corporation
INV-060107,EMR Services Ltd,2025-04-15,483.0,0.0,N/A,GoFleet Corporation
INV-060106,ClearBlue Infrastructure Group,2025-04-15,119.44,0.0,N/A,GoFleet Corporation
INV-060105,Municipality of South Huron,2025-04-15,932.25,0.0,N/A,GoFleet Corporation
INV-060104,McFaul Fencing,2025-04-14,216.96,0.0,N/A,GoFleet Corporation
INV-060103,Burlington Fence,2025-04-14,158.2,0.0,N/A,GoFleet Corporation
INV-060102,Fuhrscher Installations,2025-04-14,118.65,0.0,N/A,GoFleet Corporation
INV-060101,TMC Fencing,2025-04-14,144.64,0.0,N/A,GoFleet Corporation
INV-060100,Beard's Farm Supply Limited,2025-04-14,27.12,0.0,N/A,GoFleet Corporation
INV-060099,Wolfenburg Roofing,2025-04-14,126.0,0.0,N/A,GoFleet Corporation
INV-060097,Dufresne Furniture,2025-04-14,2328.48,0.0,N/A,GoFleet Corporation
INV-060096,Golden box transport LLC,2025-04-14,23.0,0.0,N/A,GoFleet Corporation
INV-060095,Platinum Tool Technologies,2025-04-14,27.12,0.0,N/A,GoFleet Corporation
INV-060091,The Packaging Store,2025-04-14,40.14,0.0,N/A,GoFleet Corporation
INV-060090,The Grounds Guys of Caledon,2025-04-14,281.78,0.0,N/A,GoFleet Corporation
INV-060089,CNG Services LLC,2025-04-14,527.36,0.0,N/A,GoFleet Corporation
INV-060086,Ridgeway Plumbing,2025-04-14,5482.0,0.0,N/A,GoFleet Corporation
INV-060085,CONTROLTEK INCORPORATED,2025-04-14,57.58,0.0,N/A,GoFleet Corporation
INV-060084,City of Brooks,2025-04-14,209.48,0.0,N/A,GoFleet Corporation
INV-060083,Spray Lake Sawmills SLS Top Spray,2025-04-14,1423.38,0.0,N/A,GoFleet Corporation
INV-060082,Proactive Industrial Inc,2025-04-14,173.1,0.0,N/A,GoFleet Corporation
INV-060080,SRS National,2025-04-14,790.0,0.0,N/A,GoFleet Corporation
INV-060079,"RHL Companies, Inc.",2025-04-14,1918.37,0.0,N/A,GoFleet Corporation
INV-060077,Three C's Landscaping,2025-04-14,560.0,0.0,N/A,GoFleet Corporation
INV-060076,Ciocca transport Inc.,2025-04-14,39.14,0.0,N/A,GoFleet Corporation
INV-060075,Gas Field Services,2025-04-14,8228.0,0.0,N/A,GoFleet Corporation
INV-060074,Taracon Logistics,2025-04-14,1696.41,0.0,N/A,GoFleet Corporation
INV-060071,KMG Services Inc.,2025-04-14,575.34,0.0,N/A,GoFleet Corporation
INV-060070,Royal Fence Limited,2025-04-14,3832.96,0.0,N/A,GoFleet Corporation
INV-060069,Centennial Contracting Limited,2025-04-14,795.52,0.0,N/A,GoFleet Corporation
INV-060068,Columbia Containers,2025-04-14,1121.4,0.0,N/A,GoFleet Corporation
INV-060067,L & W Trucking Ltd.,2025-04-14,0.0,0.0,N/A,GoFleet Corporation
INV-060065,Spray Lake Sawmills - Top Spray,2025-04-14,1587.18,0.0,N/A,GoFleet Corporation
INV-060063,PGC Services,2025-04-14,289.28,0.0,N/A,GoFleet Corporation
INV-060062,TPS Group Of Companies,2025-04-14,1577.59,0.0,N/A,GoFleet Corporation
INV-060061,Ontario Parking Systems,2025-04-14,289.28,0.0,N/A,GoFleet Corporation
INV-060060,Grape Escape Wine Tours,2025-04-14,193.87,0.0,N/A,GoFleet Corporation
INV-060059,Nevada Department of Transportation (NDOT),2025-04-13,438.36,0.0,N/A,GoFleet Corporation
INV-060058,Inertia Hydrovac,2025-04-13,267.75,0.0,N/A,GoFleet Corporation
INV-060057,The Exterminators Inc,2025-04-13,397.76,0.0,N/A,GoFleet Corporation
INV-060055,KCMO Fleet Services,2025-04-13,1880.0,0.0,N/A,GoFleet Corporation
INV-060054,PCC Structurals,2025-04-13,0.0,0.0,N/A,GoFleet Corporation
INV-060053,Beimel Transportation Services,2025-04-13,474.0,0.0,N/A,GoFleet Corporation
INV-060048,Meals on Wheels Collin County,2025-04-13,120.0,0.0,N/A,GoFleet Corporation
INV-060047,James Thoume Construction Ltd,2025-04-13,33.9,0.0,N/A,GoFleet Corporation
INV-060046,UCO Transportationa and Parking Services,2025-04-13,50.0,0.0,N/A,GoFleet Corporation
INV-060045,5Starhaulers LLC,2025-04-13,23.0,0.0,N/A,GoFleet Corporation
INV-060044,Hi Roller Transport INC,2025-04-13,25.78,0.0,N/A,GoFleet Corporation
INV-060043,Seed Solutions,2025-04-13,106.17,0.0,N/A,GoFleet Corporation
INV-060042,colossus security,2025-04-13,268.6,0.0,N/A,GoFleet Corporation
INV-060040,DNR Logistics LLC,2025-04-13,25.7,0.0,N/A,GoFleet Corporation
INV-060039,2514652 ONTARIO LTD,2025-04-13,51.98,0.0,N/A,GoFleet Corporation
INV-060037,Copper Mountain Mine BC Ltd.,2025-04-13,2150.4,0.0,N/A,GoFleet Corporation
INV-060036,Cumberland Landscape Group,2025-04-13,746.23,0.0,N/A,GoFleet Corporation
INV-060035,City of Mesa,2025-04-13,203.94,0.0,N/A,GoFleet Corporation
INV-060034,Multimatic Motorsport,2025-04-13,167.33,0.0,N/A,GoFleet Corporation
INV-060033,Bramalea Tire,2025-04-13,322.71,0.0,N/A,GoFleet Corporation
INV-060032,Mishi Transport Inc,2025-04-12,31.5,0.0,N/A,GoFleet Corporation
INV-060031,Walker Property Maintenance,2025-04-12,45.2,0.0,N/A,GoFleet Corporation
INV-060030,Aquatic Blue Design,2025-04-12,119.43,0.0,N/A,GoFleet Corporation
INV-060029,Mode Choc,2025-04-12,25.78,0.0,N/A,GoFleet Corporation
INV-060028,Dorados Trucking LLC,2025-04-12,30.9,0.0,N/A,GoFleet Corporation
INV-060026,Kevin Obrien,2025-04-12,24.15,0.0,N/A,GoFleet Corporation
INV-060025,Crombie Transport Limited,2025-04-12,75.6,0.0,N/A,GoFleet Corporation
INV-060024,Jeff's Auto Doors and Locksmithing Limited,2025-04-12,46.16,0.0,N/A,GoFleet Corporation
INV-060023,Solution Tel,2025-04-12,1302.28,0.0,N/A,GoFleet Corporation
INV-060022,2439942 Ontario Inc,2025-04-12,27.7,0.0,N/A,GoFleet Corporation
INV-060021,Aerial work utility,2025-04-12,888.58,0.0,N/A,GoFleet Corporation
INV-060020,Matcom Industrial,2025-04-12,77.97,0.0,N/A,GoFleet Corporation
INV-060019,DFX Technical Services,2025-04-12,56.5,0.0,N/A,GoFleet Corporation
INV-060018,Diabolical haulerz,2025-03-13,607.0,0.0,N/A,GoFleet Corporation
INV-060017,SmartONE Solutions Inc.,2025-04-12,24.58,0.0,N/A,GoFleet Corporation
INV-060016,Russells Moving and Storage,2025-04-12,403.85,0.0,N/A,GoFleet Corporation
INV-060015,Calistoga Joint Unified School District,2025-04-12,560.0,0.0,N/A,GoFleet Corporation
INV-060014,ASTRA M GROUP LTD,2025-04-12,205.41,0.0,N/A,GoFleet Corporation
INV-060013,FleetServ,2025-04-12,95.79,0.0,N/A,GoFleet Corporation
INV-060012,Travale Tire,2025-04-12,403.9,0.0,N/A,GoFleet Corporation
INV-060010,RG Sutton Inspections,2025-04-12,108.48,0.0,N/A,GoFleet Corporation
INV-060009,Cleaners on the Move,2025-04-12,126.21,0.0,N/A,GoFleet Corporation
INV-060008,Sydney Airport,2025-03-12,1700.0,0.0,N/A,GoFleet Corporation
INV-060007,Sydney Airport,2025-04-11,14431.5,0.0,N/A,GoFleet Corporation
INV-060006,Omni freightlines inc.,2025-04-11,33.84,0.0,N/A,GoFleet Corporation
INV-060005,AC Transport,2025-04-11,1506.29,0.0,N/A,GoFleet Corporation
INV-060004,Roa Transport inc. (USD),2025-04-11,102.79,0.0,N/A,GoFleet Corporation
INV-060003,Impact Audio Visual,2025-04-11,112.0,0.0,N/A,GoFleet Corporation
INV-060002,KING AUTOMOTIVE GROUP INC,2025-04-11,23.69,0.0,N/A,GoFleet Corporation
INV-060001,Jennifer Hubbard LLC,2025-04-11,20.6,0.0,N/A,GoFleet Corporation
INV-060000,J and J Trucking,2025-04-11,23.69,0.0,N/A,GoFleet Corporation
INV-059999,Innovative High Performance Coatings,2025-03-12,77.25,0.0,N/A,GoFleet Corporation
INV-059998,KC Fabrication,2025-03-12,27.7,0.0,N/A,GoFleet Corporation
