invoice_number,customer_name,due_date,total,balance,payment_mode,organization
INV-010469,Traxxis GPS Solutions,2025-03-14,0.0,0.0,N/A,Zenduit Corporation
INV-010468,Traxxis GPS Solutions,2025-03-14,498.75,0.0,N/A,Zenduit Corporation
INV-010467,Asset - Hawk,2025-03-14,383.0,0.0,N/A,Zenduit Corporation
INV-010466,Dynasty provisions,2025-03-14,60.0,0.0,N/A,Zenduit Corporation
INV-010465,HBC Distributors (dba IPN Express) T-Mobile Customer,2025-03-14,392.0,0.0,N/A,Zenduit Corporation
INV-010464,Dynasty Communications,2025-03-14,234.0,0.0,N/A,Zenduit Corporation
INV-010463,City of Vernon,2025-03-14,175.14,0.0,N/A,Zenduit Corporation
INV-010462,GISCAD Guyana Inc,2025-03-13,4189.35,0.0,N/A,Zenduit Corporation
INV-010461,Traxxis GPS Solutions,2025-03-13,438.0,0.0,N/A,Zenduit Corporation
INV-010459,SoCal Rentals (T-Mobile Client),2025-03-12,36.0,0.0,N/A,Zenduit Corporation
INV-010458,Santosa Delivery (T-Mobile Client),2025-03-12,108.0,0.0,N/A,Zenduit Corporation
INV-010457,"A & V Reality Transportation , LLC",2025-03-12,486.0,0.0,N/A,Zenduit Corporation
INV-010456,Northern Business Intelligence,2025-03-12,89.7,0.0,N/A,Zenduit Corporation
INV-010455,"DICAN, Inc.",2025-03-27,2064.61,0.0,N/A,Zenduit Corporation
INV-010453,EcoTrack Fleet Management,2025-03-11,60.0,0.0,N/A,Zenduit Corporation
INV-010452,Line Drive Trucking (T-Mobile Customer),2025-03-11,1500.0,0.0,N/A,Zenduit Corporation
INV-010451,Platinum Energy Services,2025-03-11,402.5,0.0,N/A,Zenduit Corporation
INV-010450,GPS to GO Ltd.,2025-03-11,99.47,0.0,N/A,Zenduit Corporation
INV-010449,ASAP Trucking Company LLC,2025-03-11,392.0,0.0,N/A,Zenduit Corporation
INV-010448,Furst McNess Company,2025-03-10,75.0,0.0,N/A,Zenduit Corporation
INV-010447,Apex Wireless,2025-03-10,545.0,0.0,N/A,Zenduit Corporation
INV-010446,QUALTRACKS,2025-03-10,21.5,0.0,N/A,Zenduit Corporation
INV-010445,QES Pressure Control,2025-03-10,1590.0,0.0,N/A,Zenduit Corporation
INV-010444,Grupo Invictus,2025-03-09,23.21,0.0,N/A,Zenduit Corporation
INV-010443,Quixote Studios LLC,2025-02-07,4172.0,0.0,N/A,Zenduit Corporation
INV-010442,Genesis Dispatch,2025-03-09,404.55,0.0,N/A,Zenduit Corporation
INV-010441,RMA Testing Company Zenduit,2025-03-09,979.34,0.0,N/A,Zenduit Corporation
INV-010440,Badger Fleet Solutions,2025-03-09,304.0,0.0,N/A,Zenduit Corporation
INV-010439,Hawkeye Electronic Security,2025-03-09,475.0,0.0,N/A,Zenduit Corporation
INV-010437,Precise Fleet Tracking Solutions,2025-03-08,125.0,0.0,N/A,Zenduit Corporation
INV-010436,"Georgia Pack & Load Moving and Storage, Inc.",2025-02-06,244.0,0.0,N/A,Zenduit Corporation
INV-010435,Cal Freight,2025-03-08,30.0,0.0,N/A,Zenduit Corporation
INV-010434,Dynasty Communications,2025-03-08,18.0,0.0,N/A,Zenduit Corporation
INV-010433,Velocity Rail Solution,2025-03-07,200.0,0.0,N/A,Zenduit Corporation
INV-010432,Traxxis GPS Solutions,2025-03-07,660.0,0.0,N/A,Zenduit Corporation
INV-010431,Line Drive Trucking (T-Mobile Customer),2025-03-07,2313.0,0.0,N/A,Zenduit Corporation
INV-010430,Traxxis GPS Solutions,2025-03-07,125.0,0.0,N/A,Zenduit Corporation
INV-010428,Traxxis GPS Solutions,2025-03-07,2405.0,0.0,N/A,Zenduit Corporation
INV-010427,Velocity Rail Solution,2025-03-07,935.0,0.0,N/A,Zenduit Corporation
INV-010426,Biomedical Waste Disposal (T-Mobile Client),2025-03-07,30.0,0.0,N/A,Zenduit Corporation
INV-010425,Traxxis GPS Solutions,2025-03-07,750.0,0.0,N/A,Zenduit Corporation
INV-010424,Bital Services Inc,2025-03-07,273.99,0.0,N/A,Zenduit Corporation
INV-010423,Lee Fish USA (T-Mobile Client),2025-03-07,83.93,0.0,N/A,Zenduit Corporation
INV-010422,Arjan Trans Inc (T-Mobile Client),2025-03-07,78.0,0.0,N/A,Zenduit Corporation
INV-010421,GLEZ Trucking (T-Mobile Customer),2025-03-07,80.0,0.0,N/A,Zenduit Corporation
INV-010420,Dynasty Communications,2025-03-07,78.0,0.0,N/A,Zenduit Corporation
INV-010419,Dynasty Communications,2025-03-07,180.5,0.0,N/A,Zenduit Corporation
INV-010418,GISCAD Limited,2025-03-07,3462.86,0.0,N/A,Zenduit Corporation
INV-010417,Traxxis GPS Solutions,2025-03-06,30469.0,0.0,N/A,Zenduit Corporation
INV-010416,Traxxis GPS Solutions,2025-03-06,34695.0,0.0,N/A,Zenduit Corporation
INV-010415,"TrackCam, LLC",2025-03-06,228.0,0.0,N/A,Zenduit Corporation
INV-010414,"TrackCam, LLC",2025-03-06,2158.55,0.0,N/A,Zenduit Corporation
INV-010413,"TrackCam, LLC",2025-03-06,3307.0,0.0,N/A,Zenduit Corporation
INV-010412,"TrackCam, LLC",2025-03-06,2763.0,0.0,N/A,Zenduit Corporation
INV-010411,"TrackCam, LLC",2025-03-06,0.0,0.0,N/A,Zenduit Corporation
INV-010410,"TrackCam, LLC",2025-03-21,20050.0,0.0,N/A,Zenduit Corporation
INV-010409,"TrackCam, LLC",2025-03-06,28875.0,0.0,N/A,Zenduit Corporation
INV-010408,"TrackCam, LLC",2025-03-06,55615.0,0.0,N/A,Zenduit Corporation
INV-010407,"TrackCam, LLC",2025-03-06,61590.0,0.0,N/A,Zenduit Corporation
INV-010406,LMD Integrated Logistics (USD),2025-03-06,444.0,0.0,N/A,Zenduit Corporation
INV-010405,The Standard Design Group (T-Mobile Client),2025-03-06,96.0,0.0,N/A,Zenduit Corporation
INV-010404,Outdoor Inc (T-Mobile Client),2025-03-06,200.0,0.0,N/A,Zenduit Corporation
INV-010403,"Advantage Fleet, LLC.",2025-03-06,90.0,0.0,N/A,Zenduit Corporation
INV-010402,SAC Wireless,2025-03-06,600.0,0.0,N/A,Zenduit Corporation
INV-010400,Traxxis GPS Solutions,2025-03-05,265.0,0.0,N/A,Zenduit Corporation
INV-010399,VLC,2025-03-05,4225.0,0.0,N/A,Zenduit Corporation
INV-010398,JLRG Consulting (Tel-Sol),2025-03-05,11.5,0.0,N/A,Zenduit Corporation
INV-010397,ENS Transport (T-Mobile Client),2025-03-05,72.0,0.0,N/A,Zenduit Corporation
INV-010396,GA Department of Driver Services,2025-03-05,3738.0,0.0,N/A,Zenduit Corporation
INV-010395,Highland Wireless Services,2025-03-03,145.0,0.0,N/A,Zenduit Corporation
INV-010393,"H and H Drug Stores, Inc. (T-Mobile Client)",2025-03-03,276.0,0.0,N/A,Zenduit Corporation
INV-010391,"California Waste Services, LLC(OLD)",2025-03-03,1595.0,0.0,N/A,Zenduit Corporation
INV-010390,Pun Enterprises Incorporated,2025-03-03,36.0,0.0,N/A,Zenduit Corporation
INV-010389,College Hunks Hauling Junk and Moving of Grand Rapids,2025-03-03,260.0,0.0,N/A,Zenduit Corporation
INV-010388,Finger Lakes TC,2025-03-03,125.0,0.0,N/A,Zenduit Corporation
INV-010387,Carbentec (Formerly Titan Innovations),2025-03-03,606.0,0.0,N/A,Zenduit Corporation
INV-010386,Aalto Technologies,2025-03-03,142.3,0.0,N/A,Zenduit Corporation
INV-010385,KELLY TOURS,2025-03-03,420.0,0.0,N/A,Zenduit Corporation
INV-010384,GPS to GO Ltd.,2025-03-02,430.25,0.0,N/A,Zenduit Corporation
INV-010383,GPS to GO Ltd.,2025-03-02,1015.31,0.0,N/A,Zenduit Corporation
INV-010381,Traxxis GPS Solutions,2025-03-01,70.0,0.0,N/A,Zenduit Corporation
INV-010380,Traxxis GPS Solutions,2025-03-01,35.0,0.0,N/A,Zenduit Corporation
INV-010379,GA Department of Driver Services,2025-03-01,800.0,0.0,N/A,Zenduit Corporation
INV-010378,"TrackCam, LLC",2025-03-01,261.25,0.0,N/A,Zenduit Corporation
INV-010376,Efficient Fleets,2025-01-30,810.0,0.0,N/A,Zenduit Corporation
INV-010375,Incident Clear - Florida,2025-03-01,1840.0,0.0,N/A,Zenduit Corporation
INV-010374,GISCAD Jamaica Limited,2025-03-01,384.8,0.0,N/A,Zenduit Corporation
INV-010373,Dynasty Communications,2025-03-01,36.0,0.0,N/A,Zenduit Corporation
INV-010372,Dynasty Communications,2025-03-01,738.0,0.0,N/A,Zenduit Corporation
INV-010371,WEX INC,2025-03-01,1364.0,0.0,N/A,Zenduit Corporation
INV-010370,Smart Witness LLC,2025-03-01,8185.0,0.0,N/A,Zenduit Corporation
INV-010369,"Pat's Offroad, Inc.",2025-03-01,100.0,0.0,N/A,Zenduit Corporation
INV-010368,Rush Enterprises,2025-03-01,225.0,0.0,N/A,Zenduit Corporation
INV-010367,VLC,2025-02-28,4180.0,0.0,N/A,Zenduit Corporation
INV-010365,http://www.argosconnected.com,2025-02-28,100.0,0.0,N/A,Zenduit Corporation
INV-010364,"Badia Spices, LLC. (T-Mobile Client)",2025-02-28,432.0,0.0,N/A,Zenduit Corporation
INV-010363,Financial Technology Solutions International (T-Mobile Customer),2025-02-28,1261.0,0.0,N/A,Zenduit Corporation
INV-010362,Robert J. Devereaux Corp.,2025-02-28,198.0,0.0,N/A,Zenduit Corporation
INV-010361,Traxxis GPS Solutions,2025-02-28,36573.75,0.0,N/A,Zenduit Corporation
INV-010360,SSC International (T-Mobile Client),2025-02-27,60.0,0.0,N/A,Zenduit Corporation
INV-010358,Trulite Glass and Aluminum Solutions Canada,2025-02-26,149.1,0.0,N/A,Zenduit Corporation
INV-010357,Worldwide Recovery (T-Mobile Client),2025-02-26,240.0,0.0,N/A,Zenduit Corporation
INV-010356,Magic Metals,2025-02-26,240.0,0.0,N/A,Zenduit Corporation
INV-010355,Arias Farms,2025-02-25,50.0,0.0,N/A,Zenduit Corporation
INV-010354,Merrill Steel Inc (Fiix Lead),2025-02-25,72.0,0.0,N/A,Zenduit Corporation
INV-010353,HMR Transportation (T-Mobile Client),2025-02-25,42.0,0.0,N/A,Zenduit Corporation
INV-010352,"TrackCam, LLC",2025-02-25,49521.0,0.0,N/A,Zenduit Corporation
INV-010351,EAGLEi GPS,2025-02-25,1291.82,0.0,N/A,Zenduit Corporation
INV-010350,EMS Technology Solutions LLC/ Operative IQ,2025-02-25,477.0,0.0,N/A,Zenduit Corporation
INV-010349,"Paper Cuts, Inc. (T-Mobile Customer)",2025-02-24,131.89,0.0,N/A,Zenduit Corporation
INV-010348,Hagerstown Fire Department,2025-02-24,654.57,0.0,N/A,Zenduit Corporation
INV-010347,Administration of Fleets SA de CV,2025-02-24,595.0,0.0,N/A,Zenduit Corporation
INV-010346,Administration of Fleets SA de CV,2025-02-23,512.0,0.0,N/A,Zenduit Corporation
INV-010345,Velocity Rail Solution,2025-02-23,8493.38,0.0,N/A,Zenduit Corporation
INV-010344,Velocity Rail Solution,2025-02-23,877.0,0.0,N/A,Zenduit Corporation
INV-010343,Genesis Dispatch,2025-02-23,830.0,0.0,N/A,Zenduit Corporation
INV-010342,Administration of Fleets SA de CV,2025-02-23,395.0,0.0,N/A,Zenduit Corporation
INV-010341,Coopers Petroleum (T-Mobile Customer),2025-02-23,219.66,0.0,N/A,Zenduit Corporation
INV-010340,Solugaz Inc (Fiix Client),2025-02-23,238.74,0.0,N/A,Zenduit Corporation
INV-010339,Meridith Baer Home (T-Mobile Client),2025-02-22,399.5,0.0,N/A,Zenduit Corporation
INV-010338,Premier Truck Group,2025-02-22,2745.9,0.0,N/A,Zenduit Corporation
INV-010337,VLC,2025-02-22,900.0,0.0,N/A,Zenduit Corporation
INV-010335,VNH Enterprises (OLD Account - INACTIVE),2025-02-22,1820.0,0.0,N/A,Zenduit Corporation
INV-010334,"CAL-STATE AUTO PARTS, INC. (T-Mobile Customer)",2025-02-22,1570.0,0.0,N/A,Zenduit Corporation
INV-010333,H.T. Hackney,2025-02-22,578.55,0.0,N/A,Zenduit Corporation
INV-010332,Premier Truck Group,2025-02-22,3222.2,0.0,N/A,Zenduit Corporation
INV-010331,DeNYSE Signage & Arcitectural Elements,2025-02-22,120.0,0.0,N/A,Zenduit Corporation
INV-010330,DE VRIES TRANSPORT LLC (T-Mobile Customer),2025-02-21,36.0,0.0,N/A,Zenduit Corporation
INV-010329,Pontrelli & Laricchia (T-Mobile Customer),2025-02-21,60.0,0.0,N/A,Zenduit Corporation
INV-010328,Le Groupe ESSA Inc. (Fiix Client),2025-02-21,265.77,0.0,N/A,Zenduit Corporation
INV-010327,Global Plumbing & Fire Supply (T-Mobile Customer),2025-02-21,204.0,0.0,N/A,Zenduit Corporation
INV-010326,DBC Group,2025-02-21,174.02,0.0,N/A,Zenduit Corporation
INV-010325,"Welch Excavation & Utility Company, Inc.",2025-02-21,585.0,0.0,N/A,Zenduit Corporation
INV-010324,The Three C's Properties Inc,2025-02-21,732.0,0.0,N/A,Zenduit Corporation
INV-010323,Trulite Glass and Aluminum Solutions,2025-02-21,7228.0,0.0,N/A,Zenduit Corporation
INV-010322,Biomedical Waste Disposal (T-Mobile Client),2025-02-20,132.0,0.0,N/A,Zenduit Corporation
INV-010321,Locke Supply (T-Mobile Customer),2025-02-20,1267.0,0.0,N/A,Zenduit Corporation
INV-010320,Hight Logistics (Old T-Mobile Client - Now Verizon ),2025-02-20,312.0,0.0,N/A,Zenduit Corporation
INV-010319,Dynasty Communications,2025-02-20,90.0,0.0,N/A,Zenduit Corporation
INV-010318,"Mobile Fleet Solutions, Inc.",2025-02-20,136.0,0.0,N/A,Zenduit Corporation
INV-010315,McClay's Transportation Ltd.,2025-02-19,622.0,0.0,N/A,Zenduit Corporation
INV-010314,Fleet Shield,2025-02-19,195.0,0.0,N/A,Zenduit Corporation
INV-010312,Henry & Henry Inc.,2025-02-19,336.0,0.0,N/A,Zenduit Corporation
INV-010311,GotPrint,2025-02-19,108.0,0.0,N/A,Zenduit Corporation
INV-010310,Incotec,2025-02-18,174.0,0.0,N/A,Zenduit Corporation
INV-010309,Velocity Rail Solution,2025-02-18,8255.0,0.0,N/A,Zenduit Corporation
INV-010308,Meridith Baer Home (T-Mobile Client),2025-02-17,270.0,0.0,N/A,Zenduit Corporation
INV-010307,Dynasty Communications,2025-02-17,72.0,0.0,N/A,Zenduit Corporation
INV-010306,NY TRANSPORT INC (T-Mobile Client),2025-02-15,30.0,0.0,N/A,Zenduit Corporation
INV-010305,"Midwest Environmental Services, Inc.",2025-02-15,223.0,0.0,N/A,Zenduit Corporation
INV-010304,"Cee Kay Supply, Inc.",2025-02-15,228.0,0.0,N/A,Zenduit Corporation
INV-010303,Advantage Asset Tracking Inc.,2025-02-15,374.26,0.0,N/A,Zenduit Corporation
INV-010302,"Participation House, Markham",2025-02-15,175.15,0.0,N/A,Zenduit Corporation
INV-010301,Bital Services Inc,2025-02-14,50.0,0.0,N/A,Zenduit Corporation
INV-010300,Trulite Glass and Aluminum Solutions,2025-02-14,810.0,0.0,N/A,Zenduit Corporation
INV-010299,Traxxis GPS Solutions,2025-02-14,35.0,0.0,N/A,Zenduit Corporation
INV-010298,"Techweb of Puerto Rico, Inc.",2025-02-14,16753.5,0.0,N/A,Zenduit Corporation
INV-010297,Miami LNG - FIXX/ Samsara,2025-02-14,20.0,0.0,N/A,Zenduit Corporation
INV-010296,Dynasty Communications,2025-02-14,106.0,0.0,N/A,Zenduit Corporation
INV-010293,GISCAD Limited,2025-02-13,0.0,0.0,N/A,Zenduit Corporation
INV-010292,GISCAD Limited,2025-02-13,50.0,0.0,N/A,Zenduit Corporation
INV-010291,Assetflo (Unique Partnership Agreement),2025-02-13,205.21,0.0,N/A,Zenduit Corporation
INV-010290,A#1Air,2025-02-13,3285.5,0.0,N/A,Zenduit Corporation
INV-010289,Super Win Enterprises,2025-02-13,90.0,0.0,N/A,Zenduit Corporation
INV-010288,VLC,2025-02-12,30.0,0.0,N/A,Zenduit Corporation
INV-010287,"Fleet Nav Systems, LLC.",2025-02-12,1340.0,0.0,N/A,Zenduit Corporation
INV-010285,Smart MUBE,2025-01-13,270.0,0.0,N/A,Zenduit Corporation
INV-010284,Port Connect Intermodel,2025-02-12,60.0,0.0,N/A,Zenduit Corporation
INV-010283,"Pro-Vac, LLC (Fiix Customer)",2025-02-12,1611.0,0.0,N/A,Zenduit Corporation
INV-010282,Dynasty provisions,2025-02-11,60.0,0.0,N/A,Zenduit Corporation
INV-010281,HBC Distributors (dba IPN Express) T-Mobile Customer,2025-02-11,392.0,0.0,N/A,Zenduit Corporation
INV-010280,Dynasty Communications,2025-02-11,234.0,0.0,N/A,Zenduit Corporation
INV-010279,City of Vernon,2025-02-11,204.33,0.0,N/A,Zenduit Corporation
INV-010278,SoCal Rentals (T-Mobile Client),2025-02-09,36.0,0.0,N/A,Zenduit Corporation
INV-010277,Santosa Delivery (T-Mobile Client),2025-02-09,108.0,0.0,N/A,Zenduit Corporation
INV-010276,"A & V Reality Transportation , LLC",2025-02-09,486.0,0.0,N/A,Zenduit Corporation
INV-010275,Northern Business Intelligence,2025-02-09,89.7,0.0,N/A,Zenduit Corporation
INV-010274,"DICAN, Inc.",2025-02-24,2064.61,0.0,N/A,Zenduit Corporation
INV-010273,Texas Instruments Incorporated,2025-02-08,24000.0,0.0,N/A,Zenduit Corporation
INV-010272,Texas Instruments Incorporated,2025-02-08,8000.0,0.0,N/A,Zenduit Corporation
INV-010271,Texas Instruments Incorporated,2025-02-08,57.0,0.0,N/A,Zenduit Corporation
INV-010270,Texas Instruments Incorporated,2025-02-08,715.61,0.0,N/A,Zenduit Corporation
INV-010269,Texas Instruments Incorporated,2025-02-08,57.0,0.0,N/A,Zenduit Corporation
INV-010268,Texas Instruments Incorporated,2025-02-08,726.27,0.0,N/A,Zenduit Corporation
INV-010267,Texas Instruments Incorporated,2025-02-08,2023.0,0.0,N/A,Zenduit Corporation
INV-010266,Texas Instruments Incorporated,2025-02-08,1907.0,0.0,N/A,Zenduit Corporation
INV-010265,Texas Instruments Incorporated,2025-02-08,1922.0,0.0,N/A,Zenduit Corporation
INV-010264,Texas Instruments Incorporated,2025-02-08,2023.0,0.0,N/A,Zenduit Corporation
INV-010259,Play Telematics / Eye Drivers,2025-02-08,94.22,0.0,N/A,Zenduit Corporation
INV-010258,EcoTrack Fleet Management,2025-02-08,60.0,0.0,N/A,Zenduit Corporation
INV-010257,Line Drive Trucking (T-Mobile Customer),2025-02-08,1484.0,0.0,N/A,Zenduit Corporation
INV-010256,Platinum Energy Services,2025-02-08,402.5,0.0,N/A,Zenduit Corporation
INV-010254,GPS to GO Ltd.,2025-02-08,76.03,0.0,N/A,Zenduit Corporation
INV-010253,ASAP Trucking Company LLC,2025-02-08,392.0,0.0,N/A,Zenduit Corporation
INV-010252,Furst McNess Company,2025-02-07,75.0,0.0,N/A,Zenduit Corporation
INV-010251,Apex Wireless,2025-02-07,545.0,0.0,N/A,Zenduit Corporation
INV-010250,QUALTRACKS,2025-02-07,21.5,0.0,N/A,Zenduit Corporation
INV-010249,QES Pressure Control,2025-02-07,1590.0,0.0,N/A,Zenduit Corporation
INV-010248,Grupo Invictus,2025-02-06,23.21,0.0,N/A,Zenduit Corporation
INV-010247,Quixote Studios LLC,2025-01-07,4172.0,0.0,N/A,Zenduit Corporation
INV-010246,Genesis Dispatch,2025-02-06,404.55,0.0,N/A,Zenduit Corporation
INV-010245,RMA Testing Company Zenduit,2025-02-06,979.34,0.0,N/A,Zenduit Corporation
INV-010244,Badger Fleet Solutions,2025-02-06,304.0,0.0,N/A,Zenduit Corporation
INV-010243,Hawkeye Electronic Security,2025-02-06,475.0,0.0,N/A,Zenduit Corporation
INV-010242,ARTHOFER FINANCIAL,2025-01-06,848.5,0.0,N/A,Zenduit Corporation
INV-010241,"Georgia Pack & Load Moving and Storage, Inc.",2025-01-06,168.0,0.0,N/A,Zenduit Corporation
INV-010240,Cal Freight,2025-02-05,30.0,0.0,N/A,Zenduit Corporation
INV-010239,Dynasty Communications,2025-02-05,18.0,0.0,N/A,Zenduit Corporation
INV-010237,Bital Services Inc,2025-02-04,268.99,0.0,N/A,Zenduit Corporation
INV-010236,Lee Fish USA (T-Mobile Client),2025-02-04,83.93,0.0,N/A,Zenduit Corporation
INV-010235,Arjan Trans Inc (T-Mobile Client),2025-02-04,78.0,0.0,N/A,Zenduit Corporation
INV-010234,GLEZ Trucking (T-Mobile Customer),2025-02-04,80.0,0.0,N/A,Zenduit Corporation
INV-010233,Dynasty Communications,2025-02-04,78.0,0.0,N/A,Zenduit Corporation
INV-010232,Dynasty Communications,2025-02-04,180.5,0.0,N/A,Zenduit Corporation
INV-010231,GISCAD Limited,2025-02-04,2896.0,0.0,N/A,Zenduit Corporation
INV-010230,LMD Integrated Logistics (USD),2025-02-03,444.0,0.0,N/A,Zenduit Corporation
INV-010229,The Standard Design Group (T-Mobile Client),2025-02-03,96.0,0.0,N/A,Zenduit Corporation
INV-010228,Outdoor Inc (T-Mobile Client),2025-02-03,190.0,0.0,N/A,Zenduit Corporation
INV-010227,"Advantage Fleet, LLC.",2025-02-03,90.0,0.0,N/A,Zenduit Corporation
INV-010226,SAC Wireless,2025-02-03,600.0,0.0,N/A,Zenduit Corporation
INV-010225,Meridith Baer Home (T-Mobile Client),2025-02-02,76.5,0.0,N/A,Zenduit Corporation
INV-010224,JLRG Consulting (Tel-Sol),2025-02-02,11.5,0.0,N/A,Zenduit Corporation
INV-010223,ENS Transport (T-Mobile Client),2025-02-02,72.0,0.0,N/A,Zenduit Corporation
INV-010222,GA Department of Driver Services,2025-02-02,3648.0,0.0,N/A,Zenduit Corporation
INV-010221,Highland Wireless Services,2025-01-31,145.0,0.0,N/A,Zenduit Corporation
INV-010220,"Geotab, Inc USD",2025-01-31,1356.0,0.0,N/A,Zenduit Corporation
INV-010219,"H and H Drug Stores, Inc. (T-Mobile Client)",2025-01-31,276.0,0.0,N/A,Zenduit Corporation
INV-010218,Secure Transportation,2025-01-31,160.0,0.0,N/A,Zenduit Corporation
INV-010217,"California Waste Services, LLC(OLD)",2025-01-31,1595.0,0.0,N/A,Zenduit Corporation
INV-010216,Pun Enterprises Incorporated,2025-01-31,36.0,0.0,N/A,Zenduit Corporation
INV-010215,College Hunks Hauling Junk and Moving of Grand Rapids,2025-01-31,260.0,0.0,N/A,Zenduit Corporation
INV-010214,Finger Lakes TC,2025-01-31,125.0,0.0,N/A,Zenduit Corporation
INV-010213,Carbentec (Formerly Titan Innovations),2025-01-31,606.0,0.0,N/A,Zenduit Corporation
INV-010212,Aalto Technologies,2025-01-31,142.3,0.0,N/A,Zenduit Corporation
INV-010211,KELLY TOURS,2025-01-31,420.0,0.0,N/A,Zenduit Corporation
INV-010210,Metrica Movil,2025-01-30,975.08,0.0,N/A,Zenduit Corporation
INV-010209,Incident Clear - Florida,2025-01-29,1840.0,0.0,N/A,Zenduit Corporation
INV-010208,GISCAD Jamaica Limited,2025-01-29,384.8,0.0,N/A,Zenduit Corporation
INV-010207,Dynasty Communications,2025-01-29,36.0,0.0,N/A,Zenduit Corporation
INV-010206,Dynasty Communications,2025-01-29,738.0,0.0,N/A,Zenduit Corporation
INV-010205,WEX INC,2025-01-29,1364.0,0.0,N/A,Zenduit Corporation
INV-010204,Smart Witness LLC,2025-01-29,8185.0,0.0,N/A,Zenduit Corporation
INV-010203,"Pat's Offroad, Inc.",2025-01-29,100.0,0.0,N/A,Zenduit Corporation
INV-010202,Rush Enterprises,2025-01-29,225.0,0.0,N/A,Zenduit Corporation
INV-010200,http://www.argosconnected.com,2025-01-28,100.0,0.0,N/A,Zenduit Corporation
INV-010199,"Badia Spices, LLC. (T-Mobile Client)",2025-01-28,336.0,0.0,N/A,Zenduit Corporation
INV-010198,Financial Technology Solutions International (T-Mobile Customer),2025-01-28,1261.0,0.0,N/A,Zenduit Corporation
INV-010197,Robert J. Devereaux Corp.,2025-01-28,198.0,0.0,N/A,Zenduit Corporation
INV-010196,Traxxis GPS Solutions,2025-01-28,36911.25,0.0,N/A,Zenduit Corporation
INV-010195,SSC International (T-Mobile Client),2025-01-27,60.0,0.0,N/A,Zenduit Corporation
INV-010193,"TrackCam, LLC",2025-01-26,48004.0,0.0,N/A,Zenduit Corporation
INV-010192,Extreme Electronics Corp,2025-01-26,60.0,0.0,N/A,Zenduit Corporation
INV-010191,Trulite Glass and Aluminum Solutions Canada,2025-01-26,149.1,0.0,N/A,Zenduit Corporation
INV-010190,Worldwide Recovery (T-Mobile Client),2025-01-26,240.0,0.0,N/A,Zenduit Corporation
INV-010189,Magic Metals,2025-01-26,240.0,0.0,N/A,Zenduit Corporation
INV-010188,Arias Farms,2025-01-25,50.0,0.0,N/A,Zenduit Corporation
INV-010187,Merrill Steel Inc (Fiix Lead),2025-01-25,72.0,0.0,N/A,Zenduit Corporation
INV-010186,HMR Transportation (T-Mobile Client),2025-01-25,42.0,0.0,N/A,Zenduit Corporation
INV-010185,EAGLEi GPS,2025-01-25,1291.82,0.0,N/A,Zenduit Corporation
INV-010184,EMS Technology Solutions LLC/ Operative IQ,2025-01-25,465.0,0.0,N/A,Zenduit Corporation
INV-010183,"Paper Cuts, Inc. (T-Mobile Customer)",2025-01-24,131.89,0.0,N/A,Zenduit Corporation
INV-010182,Hagerstown Fire Department,2025-01-24,654.57,0.0,N/A,Zenduit Corporation
INV-010181,Administration of Fleets SA de CV,2025-01-24,480.0,0.0,N/A,Zenduit Corporation
INV-010180,Bital Services Inc,2025-01-23,325.0,0.0,N/A,Zenduit Corporation
INV-010179,Coopers Petroleum (T-Mobile Customer),2025-01-23,219.66,0.0,N/A,Zenduit Corporation
INV-010178,Solugaz Inc (Fiix Client),2025-01-23,238.74,0.0,N/A,Zenduit Corporation
INV-010177,Breakthru Beverage Group Family,2025-01-22,10.0,0.0,N/A,Zenduit Corporation
INV-010176,"CAL-STATE AUTO PARTS, INC. (T-Mobile Customer)",2025-01-22,1570.0,0.0,N/A,Zenduit Corporation
INV-010175,H.T. Hackney,2025-01-22,578.55,0.0,N/A,Zenduit Corporation
INV-010174,Premier Truck Group,2025-01-22,2743.08,0.0,N/A,Zenduit Corporation
INV-010173,DeNYSE Signage & Arcitectural Elements,2025-01-22,120.0,0.0,N/A,Zenduit Corporation
INV-010172,Play Telematics / Eye Drivers,2025-01-21,121.98,0.0,N/A,Zenduit Corporation
INV-010171,Assetflo (Unique Partnership Agreement),2025-01-21,468.95,0.0,N/A,Zenduit Corporation
INV-010170,DE VRIES TRANSPORT LLC (T-Mobile Customer),2025-01-21,36.0,0.0,N/A,Zenduit Corporation
INV-010169,Pontrelli & Laricchia (T-Mobile Customer),2025-01-21,60.0,0.0,N/A,Zenduit Corporation
INV-010168,Le Groupe ESSA Inc. (Fiix Client),2025-01-21,265.77,0.0,N/A,Zenduit Corporation
INV-010167,Global Plumbing & Fire Supply (T-Mobile Customer),2025-01-21,184.0,0.0,N/A,Zenduit Corporation
INV-010166,DBC Group,2025-01-21,174.02,0.0,N/A,Zenduit Corporation
INV-010165,"Welch Excavation & Utility Company, Inc.",2025-01-21,585.0,0.0,N/A,Zenduit Corporation
INV-010164,The Three C's Properties Inc,2025-01-21,638.0,0.0,N/A,Zenduit Corporation
INV-010163,Trulite Glass and Aluminum Solutions,2025-01-21,7124.0,0.0,N/A,Zenduit Corporation
INV-010162,Biomedical Waste Disposal (T-Mobile Client),2025-01-20,132.0,0.0,N/A,Zenduit Corporation
INV-010161,"Premier Transportation & Warehousing, Inc",2025-01-20,294.0,0.0,N/A,Zenduit Corporation
INV-010160,Locke Supply (T-Mobile Customer),2025-01-20,1253.0,0.0,N/A,Zenduit Corporation
