invoice_number,customer_name,due_date,total,balance,status,payment_mode,organization
INV-010374,GISCAD Jamaica Limited,2025-03-01,384.8,0.0,paid,N/A,Zenduit Corporation
INV-010373,Dynasty Communications,2025-03-01,36.0,0.0,paid,N/A,Zenduit Corporation
INV-010372,Dynasty Communications,2025-03-01,738.0,0.0,paid,N/A,Zenduit Corporation
INV-010371,WEX INC,2025-03-01,1364.0,0.0,paid,N/A,Zenduit Corporation
INV-010370,Smart Witness LLC,2025-03-01,8185.0,0.0,paid,N/A,Zenduit Corporation
INV-010369,"Pat's Offroad, Inc.",2025-03-01,100.0,0.0,paid,N/A,Zenduit Corporation
INV-010368,Rush Enterprises,2025-03-01,225.0,0.0,paid,N/A,Zenduit Corporation
INV-010367,VLC,2025-02-28,4180.0,0.0,paid,N/A,Zenduit Corporation
INV-010366,Pulsiam Mexico,2025-02-28,38.5,38.5,overdue,N/A,Zenduit Corporation
INV-010365,http://www.argosconnected.com,2025-02-28,100.0,0.0,paid,N/A,Zenduit Corporation
INV-010364,"Badia Spices, LLC. (T-Mobile Client)",2025-02-28,432.0,0.0,paid,N/A,Zenduit Corporation
INV-010363,Financial Technology Solutions International (T-Mobile Customer),2025-02-28,1261.0,0.0,paid,N/A,Zenduit Corporation
INV-010362,Robert J. Devereaux Corp.,2025-02-28,198.0,0.0,paid,N/A,Zenduit Corporation
INV-010361,Traxxis GPS Solutions,2025-02-28,36573.75,0.0,paid,N/A,Zenduit Corporation
